MAG	GTDB	37mark	CheckM_Comp	CheckM_Cont	GenomeSize_MB	Abundance_CoverM
8_1_Oct_SF_Bin104	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__AKS1;f__AKS1;g__;s__	Proteobacteria; Gammaproteobacteria	88.97	5.41	2.206	0.068
13_July_SF_Bin1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__;g__;s__	Proteobacteria; Gammaproteobacteria	85.79	9.76	5.622	0.030
13_May_SF_Bin80	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__;g__;s__	Proteobacteria; Gammaproteobacteria	96.15	5.89	5.535	0.032
21_Jan_SF_Bin52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__;g__;s__	Proteobacteria; Gammaproteobacteria	90.82	7.7	5.149	0.028
13_May_SF_Bin64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	Proteobacteria; Gammaproteobacteria	64.91	3.69	3.413	0.037
21_Jan_SF_Bin39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	Proteobacteria; Gammaproteobacteria	77.69	3.39	3.459	0.027
21_Jan_SF_Bin54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__RKSH01;g__;s__	Proteobacteria; Gammaproteobacteria	56	1.93	2.61	0.027
13_Jan_SF_Bin46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__;s__	Proteobacteria; Gammaproteobacteria	91.91	2.54	2.783	0.066
21_May_SF_Bin35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855	Proteobacteria; Gammaproteobacteria	64.13	6.7	2.882	0.053
24_Jan_SF_Bin9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855	Proteobacteria; Gammaproteobacteria	69.72	2.83	2.687	0.051
24_July_SF_Bin15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855	Proteobacteria; Gammaproteobacteria	69.64	5.6	2.836	0.051
24_May_SF_Bin28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855	Proteobacteria; Gammaproteobacteria	54.99	2.98	2.144	0.058
24_Oct_SF_Bin25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855	Proteobacteria; Gammaproteobacteria	84.81	6.03	3.311	0.054
4_1_Jan_SF_Bin64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Proteobacteria; Betaproteobacteria	59.82	2.51	1.732	0.061
4_1_Oct_SF_Bin51	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	Proteobacteria; Betaproteobacteria	87.96	3.5	3.027	0.080
4_1_Jan_SF_Bin33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CADEEN01;s__	Proteobacteria; Betaproteobacteria	77.1	2.52	3.304	0.048
4_1_May_SF_Bin30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CADEEN01;s__	Proteobacteria; Betaproteobacteria	91.18	3.31	3.688	0.048
4_1_Oct_SF_Bin28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CADEEN01;s__	Proteobacteria; Betaproteobacteria	88.91	1.99	3.817	0.051
13_July_SF_Bin36	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAIKUF01;s__	Proteobacteria; Betaproteobacteria	81.01	3.25	2.645	0.060
13_May_SF_Bin38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAIKUF01;s__	Proteobacteria; Betaproteobacteria	68.8	1.28	2.014	0.048
8_1_Jan_SF_Bin107	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__	Proteobacteria; Betaproteobacteria	81.4	6.26	2.623	0.053
8_1_Oct_SF_Bin56	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__	Proteobacteria; Betaproteobacteria	75.96	1.78	2.326	0.050
8_1_July_SF_Bin24	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__	Proteobacteria; Betaproteobacteria	54.2	9.38	3.382	0.087
4_1_Jan_SF_Bin28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	Proteobacteria; Betaproteobacteria	72.56	6	3.57	0.076
4_1_Oct_SF_Bin31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	Proteobacteria; Betaproteobacteria	66.34	2.86	2.824	0.070
4_1_Oct_SF_Bin49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__	Proteobacteria; Betaproteobacteria	52.86	7.93	2.358	0.086
4_1_Jan_SF_Bin8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	Proteobacteria; Betaproteobacteria	53.27	5.33	2.029	0.066
4_1_Oct_SF_Bin16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	Proteobacteria; Betaproteobacteria	91.97	0.43	3.66	0.095
4_1_July_SF_Bin49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	Proteobacteria; Betaproteobacteria	65.86	6.9	1.917	0.079
4_1_July_SF_Bin6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	Proteobacteria; Betaproteobacteria	66.1	2.21	1.734	0.096
4_1_May_SF_Bin13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	Proteobacteria; Betaproteobacteria	50.11	2.91	1.174	0.093
4_1_May_SF_Bin26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__VIKH01;s__	Proteobacteria; Betaproteobacteria	67.89	9.6	1.963	0.057
8_1_Jan_SF_Bin93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	Proteobacteria; Betaproteobacteria	86.95	3.49	2.012	0.039
8_1_July_SF_Bin37	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	Proteobacteria; Betaproteobacteria	68.97	1.73	1.748	0.044
13_May_SF_Bin7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	90.07	0.78	3.066	0.091
4_1_Jan_SF_Bin40	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	92.38	1.87	3.265	0.049
4_1_Jan_SF_Bin54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	84.33	6.3	3.264	0.069
4_1_May_SF_Bin49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	89.91	6.07	3.795	0.072
4_1_May_SF_Bin65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	95.98	1.62	3.374	0.050
4_1_Oct_SF_Bin27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	95.5	2.05	3.443	0.050
4_1_Oct_SF_Bin8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	62.19	2.95	2.117	0.064
8_1_July_SF_Bin62	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	Proteobacteria; Betaproteobacteria	79.9	8.19	2.876	0.071
4_1_July_SF_Bin28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SG8-39;s__	Proteobacteria; Betaproteobacteria	92.73	6.67	3.934	0.082
8_1_July_SF_Bin32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__;s__	Proteobacteria; Betaproteobacteria	76.58	8.18	3.516	0.065
4_1_Jan_SF_Bin56	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__Ga0077527;s__	Proteobacteria; Betaproteobacteria	94.71	2.39	3.133	0.044
4_1_May_SF_Bin11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__Ga0077527;s__	Proteobacteria; Betaproteobacteria	62.16	1.18	1.917	0.036
4_1_Oct_SF_Bin29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__Ga0077527;s__	Proteobacteria; Betaproteobacteria	88.16	1.45	2.756	0.042
13_July_SF_Bin19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__	Proteobacteria; Betaproteobacteria	93.65	2.86	3.929	0.036
13_May_SF_Bin60	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__	Proteobacteria; Betaproteobacteria	82.66	2.77	3.553	0.038
4_1_Oct_SF_Bin40	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__FEB-7;s__	Proteobacteria; Betaproteobacteria	70.79	4.6	2.666	0.115
8_1_Jan_SF_Bin77	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__;s__	Proteobacteria; Gammaproteobacteria	96.31	4.39	2.864	0.032
8_1_Oct_SF_Bin101	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__;s__	Proteobacteria; Gammaproteobacteria	92.94	2.21	2.931	0.030
13_July_SF_Bin35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	93.1	5.17	4.35	0.060
13_July_SF_Bin40	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	80.73	5.58	3.687	0.045
13_May_SF_Bin41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	97.97	7.03	4.425	0.061
13_May_SF_Bin92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	85.63	7.13	4.112	0.048
21_Jan_SF_Bin30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	93.02	4.85	3.701	0.085
21_Jan_SF_Bin37	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	95.29	5.43	3.989	0.048
21_Jan_SF_Bin69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	94.83	8.97	5.122	0.115
21_Oct_SF_Bin23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	81.68	8.1	3.483	0.042
8_1_Jan_SF_Bin27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	Proteobacteria; Gammaproteobacteria	94.32	6.49	4.151	0.044
13_May_SF_Bin91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	Proteobacteria; Gammaproteobacteria	87.03	7.72	4.357	0.060
24_Oct_SF_Bin10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-002729875;s__	Proteobacteria; Gammaproteobacteria	71.19	4.36	1.958	0.051
4_1_Jan_SF_Bin11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__SHZI01;s__	Proteobacteria; Gammaproteobacteria	60.68	3.56	2.165	0.055
4_1_Oct_SF_Bin38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__SHZI01;s__	Proteobacteria; Gammaproteobacteria	51.69	5.8	1.925	0.071
4_1_Oct_SF_Bin4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__SHZI01;s__	Proteobacteria; Gammaproteobacteria	61.86	7.79	2.525	0.059
13_May_SF_Bin75	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__;g__;s__	Proteobacteria; Gammaproteobacteria	50.74	5.15	2.477	0.035
21_Jan_SF_Bin59	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__;g__;s__	Proteobacteria; Gammaproteobacteria	89.41	7.22	4.329	0.036
13_July_SF_Bin55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	Proteobacteria; Gammaproteobacteria	73.98	7.52	3.834	0.041
13_May_SF_Bin72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	Proteobacteria; Gammaproteobacteria	63.79	6.9	4.191	0.042
8_1_Jan_SF_Bin17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JABURT01;f__JABURT01;g__JABURT01;s__	Proteobacteria; Gammaproteobacteria	87.61	4.5	3.032	0.027
8_1_Jan_SF_Bin3_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JABURT01;f__JABURT01;g__JABURT01;s__	Proteobacteria; Gammaproteobacteria	62.24	6.38	2.645	0.044
8_1_Jan_SF_Bin31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__	Proteobacteria; Gammaproteobacteria	81.03	3.45	1.935	0.023
8_1_Oct_SF_Bin105	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__	Proteobacteria; Gammaproteobacteria	73.37	1.37	1.372	0.018
24_Oct_SF_Bin23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	Proteobacteria; Gammaproteobacteria	54.73	7.52	3.788	0.115
4_1_Jan_SF_Bin4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	Proteobacteria; Gammaproteobacteria	86.94	5.48	3.772	0.082
4_1_Oct_SF_Bin34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	Proteobacteria; Gammaproteobacteria	73.17	3.34	2.732	0.070
21_Jan_SF_Bin40	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	Proteobacteria; Gammaproteobacteria	74.11	5.95	4.447	0.056
8_1_Oct_SF_Bin66	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	Proteobacteria; Gammaproteobacteria	50.44	5.4	1.875	0.019
13_Jan_SF_Bin23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	70.69	2.79	2.702	0.026
4_1_July_SF_Bin9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	78.77	2.82	3.035	0.022
4_1_May_SF_Bin75	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	96.34	1.46	2.895	0.032
8_1_Jan_SF_Bin1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	59.91	9.32	3.316	0.035
8_1_Jan_SF_Bin100	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	70.15	9.19	3.318	0.021
8_1_Jan_SF_Bin103	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	97.95	4.98	5.272	0.020
8_1_Jan_SF_Bin33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	63.37	3.14	2.298	0.017
8_1_July_SF_Bin55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	99.18	3.99	4.967	0.039
8_1_Oct_SF_Bin3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	93.57	2.33	4.893	0.019
8_1_Oct_SF_Bin47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__;s__	Proteobacteria; Gammaproteobacteria	92.88	3.83	3.656	0.021
4_1_Jan_SF_Bin43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	Proteobacteria; Gammaproteobacteria	58.77	2.18	2.102	0.066
4_1_Jan_SF_Bin60	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	Proteobacteria; Gammaproteobacteria	91.44	6.41	3.372	0.066
4_1_May_SF_Bin43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	Proteobacteria; Gammaproteobacteria	92.03	3.43	3.359	0.063
4_1_May_SF_Bin67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	Proteobacteria; Gammaproteobacteria	70.31	2.61	2.578	0.072
4_1_Oct_SF_Bin42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	Proteobacteria; Gammaproteobacteria	91.29	7.49	3.536	0.062
4_1_Oct_SF_Bin43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	Proteobacteria; Gammaproteobacteria	75.31	6.35	2.97	0.078
4_1_May_SF_Bin34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SCUD01;s__	Proteobacteria; Gammaproteobacteria	82.63	3.9	2.563	0.082
21_Jan_SF_Bin15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__JABDJB01;s__	Proteobacteria; Gammaproteobacteria	59.58	1.42	2.497	0.024
21_Jan_SF_Bin23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__JABDJB01;s__	Proteobacteria; Gammaproteobacteria	87.65	3.32	3.345	0.041
21_July_SF_Bin19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__JABDJB01;s__	Proteobacteria; Gammaproteobacteria	69.74	2.53	2.494	0.030
8_1_Jan_SF_Bin23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__;s__	Proteobacteria; Gammaproteobacteria	99.3	3.02	5.184	0.023
8_1_Oct_SF_Bin98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__;s__	Proteobacteria; Gammaproteobacteria	99.24	3.54	5.054	0.020
8_1_Jan_SF_Bin54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	Proteobacteria; Gammaproteobacteria	95.42	5.52	3.286	0.052
8_1_Jan_SF_Bin65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	Proteobacteria; Gammaproteobacteria	97.59	3.85	3.426	0.028
8_1_Jan_SF_Bin98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	Proteobacteria; Gammaproteobacteria	94.95	1.23	2.928	0.064
8_1_July_SF_Bin40	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	Proteobacteria; Gammaproteobacteria	84.63	4.81	2.269	0.033
8_1_July_SF_Bin54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	Proteobacteria; Gammaproteobacteria	94.67	4.6	2.845	0.045
8_1_Oct_SF_Bin28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	Proteobacteria; Gammaproteobacteria	67.89	2.4	1.937	0.032
8_1_Oct_SF_Bin73	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	Proteobacteria; Gammaproteobacteria	77.27	5.09	2.707	0.029
13_Jan_SF_Bin13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-116;s__	Proteobacteria; Gammaproteobacteria	57.37	6.4	1.367	0.037
8_1_Jan_SF_Bin56	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-116;s__	Proteobacteria; Gammaproteobacteria	96.77	2.44	2.883	0.055
8_1_July_SF_Bin66	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-116;s__	Proteobacteria; Gammaproteobacteria	91.78	2.67	2.692	0.068
8_1_Oct_SF_Bin34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-116;s__	Proteobacteria; Gammaproteobacteria	87.06	6.58	2.208	0.031
13_Jan_SF_Bin42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__	Proteobacteria; Gammaproteobacteria	77.32	3.06	2.044	0.024
8_1_Oct_SF_Bin95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__	Proteobacteria; Gammaproteobacteria	96.6	2.37	2.696	0.044
21_Jan_SF_Bin34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__JABDMD01 sp013001685	Proteobacteria; Gammaproteobacteria	86.17	6.55	2.231	0.042
24_May_SF_Bin29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	75.37	5.72	1.881	0.074
8_1_Jan_SF_Bin105	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	97.69	3.21	4.136	0.039
8_1_Jan_SF_Bin39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	82.46	7.53	2.623	0.100
8_1_Jan_SF_Bin44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	50.95	3.21	1.556	0.038
8_1_Jan_SF_Bin63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	80.5	2.8	2.506	0.028
8_1_Jan_SF_Bin82	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	95.36	5.02	3.528	0.039
8_1_July_SF_Bin57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	71.62	8.98	3.597	0.027
8_1_May_SF_Bin12	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	96.36	1.58	4.299	0.097
8_1_Oct_SF_Bin111	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	82.2	5.61	2.393	0.052
8_1_Oct_SF_Bin18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	69.43	2.32	1.761	0.089
8_1_Oct_SF_Bin77	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	Proteobacteria; Gammaproteobacteria	75.47	2.62	2.148	0.023
13_July_SF_Bin11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	Proteobacteria; Gammaproteobacteria	81.15	2.41	3.523	0.054
13_May_SF_Bin84	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	Proteobacteria; Gammaproteobacteria	87.85	4.17	3.779	0.058
